course_session_id,room_id,user_id,event_datetime,session_slide_id_reaction_made,session_slide_id,emotion,part_of_activity,total_reactions,dt
70712,54335,647322,2025-12-16 06:06:16,1397084,1397084,loved,1,1,20251216
70712,54335,652828,2025-12-16 06:00:38,1397085,1397085,skip,1,1,20251216
70712,54335,647339,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,651196,2025-12-16 05:50:49,1397086,1397086,skip,1,1,20251216
70712,54335,647402,2025-12-16 05:46:40,1397087,1397087,loved,1,1,20251216
70712,54335,647367,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,648863,2025-12-16 06:10:20,1397083,1397083,loved,0,6,20251216
70712,54335,648862,2025-12-16 06:00:35,1397085,1397085,skip,1,1,20251216
70712,54335,647380,2025-12-16 06:01:30,1397084,1397085,skip,1,1,20251216
70712,54335,651260,2025-12-16 06:06:01,1397084,1397084,skip,1,1,20251216
70712,54335,647379,2025-12-16 06:00:33,1397085,1397085,loved,1,1,20251216
70712,54335,647334,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,647382,2025-12-16 06:13:17,1397083,1397083,loved,1,1,20251216
70712,54335,647374,2025-12-16 05:46:18,1397087,1397087,skip,1,1,20251216
70712,54335,647395,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,652827,2025-12-16 06:06:23,1397084,1397084,skip,1,1,20251216
70712,54335,657389,2025-12-16 05:48:03,1397070,1397087,skip,1,1,20251216
70712,54335,651199,2025-12-16 05:33:50,1397082,,skip,1,1,20251216
70712,54335,647396,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,648921,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,652827,2025-12-16 05:50:41,1397086,1397086,skip,1,1,20251216
70712,54335,688818,2025-12-16 05:46:31,1397087,1397087,skip,1,1,20251216
70712,54335,652833,2025-12-16 05:50:54,1397086,1397086,skip,1,1,20251216
70712,54335,651245,2025-12-16 06:10:11,1397083,1397084,skip,1,1,20251216
70712,54335,647480,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,651251,2025-12-16 05:46:20,1397087,1397087,skip,1,1,20251216
70712,54335,651252,2025-12-16 05:51:13,1397086,1397086,skip,1,1,20251216
70712,54335,647398,2025-12-16 06:06:04,1397084,1397084,skip,1,1,20251216
70712,54335,647331,2025-12-16 05:46:24,1397087,1397087,skip,1,1,20251216
70712,54335,651250,2025-12-16 06:05:17,1397084,1397085,loved,1,1,20251216
70712,54335,648863,2025-12-16 06:06:10,1397084,1397084,skip,1,1,20251216
70712,54335,647344,2025-12-16 05:50:41,1397086,1397086,loved,1,1,20251216
70712,54335,647342,2025-12-16 05:46:33,1397087,1397087,skip,1,1,20251216
70712,54335,647331,2025-12-16 05:50:43,1397086,1397086,skip,1,1,20251216
70712,54335,659350,2025-12-16 06:06:22,1397084,1397084,skip,1,1,20251216
70712,54335,648862,2025-12-16 06:06:01,1397084,1397084,skip,1,1,20251216
70712,54335,647344,2025-12-16 05:46:19,1397087,1397087,loved,1,1,20251216
70712,54335,657386,2025-12-16 05:30:08,1397059,,skip,0,1,20251216
70712,54335,647361,2025-12-16 06:00:49,1397085,1397085,stronger,1,1,20251216
70712,54335,648845,2025-12-16 06:06:11,1397084,1397084,skip,1,1,20251216
70712,54335,651196,2025-12-16 05:46:21,1397087,1397087,skip,1,1,20251216
70712,54335,652837,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,651250,2025-12-16 06:13:12,1397083,1397083,loved,1,1,20251216
70712,54335,651200,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,647396,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,649025,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,652826,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,651267,2025-12-16 06:06:11,1397084,1397084,sad,1,1,20251216
70712,54335,648896,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,648857,2025-12-16 06:07:06,1397084,1397084,skip,1,1,20251216
70712,54335,651245,2025-12-16 05:48:36,1397070,1397087,loved,1,1,20251216
70712,54335,647352,2025-12-16 05:30:57,1397059,,loved,0,1,20251216
70712,54335,648921,2025-12-16 06:00:33,1397085,1397085,skip,1,1,20251216
70712,54335,651256,2025-12-16 05:50:43,1397086,1397086,confused,1,1,20251216
70712,54335,647342,2025-12-16 06:06:22,1397084,1397084,skip,1,1,20251216
70712,54335,648840,2025-12-16 05:51:18,1397086,1397086,loved,1,1,20251216
70712,54335,652837,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,647339,2025-12-16 05:55:28,1404937,1397086,skip,1,1,20251216
70712,54335,651255,2025-12-16 05:50:48,1397086,1397086,loved,1,1,20251216
70712,54335,676513,2025-12-16 06:06:04,1397084,1397084,loved,1,1,20251216
70712,54335,647388,2025-12-16 05:50:46,1397086,1397086,skip,1,1,20251216
70712,54335,652829,2025-12-16 06:06:05,1397084,1397084,skip,1,1,20251216
70712,54335,648843,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,649059,2025-12-16 06:02:23,1397084,1397085,skip,1,1,20251216
70712,54335,647367,2025-12-16 06:13:10,1397083,1397083,loved,1,1,20251216
70712,54335,652832,2025-12-16 05:59:45,1397085,1397086,skip,1,1,20251216
70712,54335,651201,2025-12-16 05:30:13,1397059,,skip,0,1,20251216
70712,54335,652826,2025-12-16 05:50:53,1397086,1397086,skip,1,1,20251216
70712,54335,648844,2025-12-16 05:47:15,1397087,1397087,loved,0,1,20251216
70712,54335,647325,2025-12-16 05:46:46,1397087,1397087,skip,1,1,20251216
70712,54335,647382,2025-12-16 06:16:04,1397083,1397083,loved,0,1,20251216
70712,54335,657386,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,653166,2025-12-16 06:06:23,1397084,1397084,loved,1,1,20251216
70712,54335,657392,2025-12-16 06:01:48,1397084,1397085,skip,1,1,20251216
70712,54335,647378,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,647356,2025-12-16 05:40:36,1397081,,skip,1,1,20251216
70712,54335,647346,2025-12-16 06:00:47,1397085,1397085,loved,1,1,20251216
70712,54335,657389,2025-12-16 06:11:25,1397083,1397084,skip,1,1,20251216
70712,54335,647487,2025-12-16 06:02:26,1397084,1397085,skip,1,1,20251216
70712,54335,652829,2025-12-16 05:46:19,1397087,1397087,loved,1,1,20251216
70712,54335,651254,2025-12-16 06:02:21,1397084,1397085,skip,1,1,20251216
70712,54335,652832,2025-12-16 05:46:26,1397087,1397087,skip,1,1,20251216
70712,54335,647384,2025-12-16 05:50:46,1397086,1397086,skip,1,1,20251216
70712,54335,648901,2025-12-16 06:06:15,1397084,1397084,skip,1,1,20251216
70712,54335,647382,2025-12-16 05:41:59,1397068,,loved,0,4,20251216
70712,54335,648840,2025-12-16 06:06:15,1397084,1397084,loved,1,1,20251216
70712,54335,647337,2025-12-16 05:46:19,1397087,1397087,loved,1,1,20251216
70712,54335,648896,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,647371,2025-12-16 05:30:40,1397059,,skip,0,1,20251216
70712,54335,651253,2025-12-16 06:15:55,1397083,1397083,loved,0,1,20251216
70712,54335,651182,2025-12-16 06:00:35,1397085,1397085,skip,1,1,20251216
70712,54335,647374,2025-12-16 06:02:35,1397084,1397085,skip,1,1,20251216
70712,54335,647344,2025-12-16 06:13:44,1397083,1397083,loved,0,1,20251216
70712,54335,651254,2025-12-16 05:46:20,1397087,1397087,skip,1,1,20251216
70712,54335,647380,2025-12-16 05:42:02,1397068,,confused,0,2,20251216
70712,54335,651250,2025-12-16 06:06:03,1397084,1397084,loved,1,1,20251216
70712,54335,647325,2025-12-16 06:06:06,1397084,1397084,skip,1,1,20251216
70712,54335,651200,2025-12-16 06:00:35,1397085,1397085,skip,1,1,20251216
70712,54335,652817,2025-12-16 06:06:03,1397084,1397084,loved,1,1,20251216
70712,54335,647483,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,648866,2025-12-16 05:50:45,1397086,1397086,skip,1,1,20251216
70712,54335,647334,2025-12-16 05:46:21,1397087,1397087,skip,1,1,20251216
70712,54335,651183,2025-12-16 05:46:25,1397087,1397087,loved,1,1,20251216
70712,54335,647370,2025-12-16 06:06:47,1397084,1397084,skip,1,1,20251216
70712,54335,647388,2025-12-16 06:08:24,1397084,1397084,skip,1,1,20251216
70712,54335,647362,2025-12-16 05:47:04,1397087,1397087,skip,1,1,20251216
70712,54335,647326,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,647378,2025-12-16 05:49:41,1397086,1397087,loved,1,1,20251216
70712,54335,647500,2025-12-16 06:00:33,1397085,1397085,skip,1,1,20251216
70712,54335,647465,2025-12-16 05:47:13,1397087,1397087,loved,0,2,20251216
70712,54335,647373,2025-12-16 05:57:57,1397079,1397086,skip,1,1,20251216
70712,54335,652827,2025-12-16 05:46:23,1397087,1397087,skip,1,1,20251216
70712,54335,647355,2025-12-16 06:13:22,1397083,1397083,loved,1,1,20251216
70712,54335,649053,2025-12-16 06:15:50,1397083,1397083,loved,0,1,20251216
70712,54335,648901,2025-12-16 05:30:09,1397059,,skip,0,1,20251216
70712,54335,647380,2025-12-16 05:42:04,1397068,,stronger,0,11,20251216
70712,54335,649059,2025-12-16 05:49:47,1397086,1397087,skip,1,1,20251216
70712,54335,648845,2025-12-16 06:00:33,1397085,1397085,skip,1,1,20251216
70712,54335,647480,2025-12-16 06:06:10,1397084,1397084,skip,1,1,20251216
70712,54335,659235,2025-12-16 05:50:41,1397086,1397086,skip,1,1,20251216
70712,54335,647349,2025-12-16 05:32:00,1397063,,skip,1,1,20251216
70712,54335,648860,2025-12-16 06:00:39,1397085,1397085,skip,1,1,20251216
70712,54335,651249,2025-12-16 06:06:23,1397084,1397084,skip,1,1,20251216
70712,54335,647483,2025-12-16 05:32:04,1397063,,skip,0,1,20251216
70712,54335,647385,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,647340,2025-12-16 06:00:33,1397085,1397085,skip,1,1,20251216
70712,54335,651199,2025-12-16 06:04:08,1397084,1397085,skip,1,1,20251216
70712,54335,647339,2025-12-16 05:30:56,1397059,,skip,0,1,20251216
70712,54335,651198,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,647370,2025-12-16 05:49:04,1397080,1397087,skip,1,1,20251216
70712,54335,651199,2025-12-16 05:46:52,1397087,1397087,skip,1,1,20251216
70712,54335,648857,2025-12-16 05:50:46,1397086,1397086,skip,1,1,20251216
70712,54335,647336,2025-12-16 06:02:12,1397084,1397084,loved,0,1,20251216
70712,54335,647368,2025-12-16 05:50:53,1397086,1397086,skip,1,1,20251216
70712,54335,648915,2025-12-16 05:46:24,1397087,1397087,skip,1,1,20251216
70712,54335,657728,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,651202,2025-12-16 06:06:23,1397084,1397084,skip,1,1,20251216
70712,54335,648862,2025-12-16 06:13:11,1397083,1397083,loved,1,1,20251216
70712,54335,647352,2025-12-16 06:13:13,1397083,1397083,loved,1,1,20251216
70712,54335,649049,2025-12-16 06:00:41,1397085,1397085,skip,1,1,20251216
70712,54335,647337,2025-12-16 06:01:58,1397084,1397084,loved,0,1,20251216
70712,54335,651199,2025-12-16 05:59:49,1397085,1397086,skip,1,1,20251216
70712,54335,649050,2025-12-16 06:13:24,1397083,1397083,loved,1,1,20251216
70712,54335,648845,2025-12-16 05:54:34,1397079,1397086,skip,1,1,20251216
70712,54335,652828,2025-12-16 05:50:43,1397086,1397086,skip,1,1,20251216
70712,54335,659235,2025-12-16 05:46:18,1397087,1397087,skip,1,1,20251216
70712,54335,657389,2025-12-16 06:00:40,1397085,1397085,skip,1,1,20251216
70712,54335,649060,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,649059,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648860,2025-12-16 05:51:58,1397086,1397086,skip,1,1,20251216
70712,54335,647368,2025-12-16 06:01:45,1397084,1397085,skip,1,1,20251216
70712,54335,652829,2025-12-16 06:02:01,1397084,1397084,loved,0,1,20251216
70712,54335,647374,2025-12-16 05:50:59,1397086,1397086,skip,1,1,20251216
70712,54335,647466,2025-12-16 06:06:03,1397084,1397084,loved,1,1,20251216
70712,54335,648865,2025-12-16 06:02:20,1397084,1397084,loved,0,1,20251216
70712,54335,647363,2025-12-16 05:50:49,1397086,1397086,skip,1,1,20251216
70712,54335,651202,2025-12-16 06:00:40,1397085,1397085,skip,1,1,20251216
70712,54335,652837,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,647334,2025-12-16 05:52:33,1397086,1397086,skip,1,1,20251216
70712,54335,647483,2025-12-16 06:07:43,1397084,1397084,skip,1,1,20251216
70712,54335,647380,2025-12-16 06:00:11,1397085,1397086,skip,1,1,20251216
70712,54335,651201,2025-12-16 05:46:18,1397087,1397087,skip,1,1,20251216
70712,54335,653166,2025-12-16 06:00:33,1397085,1397085,loved,1,1,20251216
70712,54335,647398,2025-12-16 05:50:57,1397086,1397086,skip,1,1,20251216
70712,54335,647466,2025-12-16 05:46:38,1397087,1397087,loved,1,1,20251216
70712,54335,647385,2025-12-16 05:50:43,1397086,1397086,skip,1,1,20251216
70712,54335,647382,2025-12-16 06:00:44,1397085,1397085,skip,1,1,20251216
70712,54335,647368,2025-12-16 05:46:41,1397087,1397087,skip,1,1,20251216
70712,54335,647402,2025-12-16 05:50:49,1397086,1397086,skip,1,1,20251216
70712,54335,649049,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,652818,2025-12-16 05:30:10,1397059,,loved,0,1,20251216
70712,54335,652818,2025-12-16 05:46:19,1397087,1397087,loved,1,1,20251216
70712,54335,647329,2025-12-16 05:49:06,1397080,1397087,skip,1,1,20251216
70712,54335,648915,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647318,2025-12-16 06:06:08,1397084,1397084,skip,1,1,20251216
70712,54335,647388,2025-12-16 06:00:40,1397085,1397085,skip,1,1,20251216
70712,54335,659235,2025-12-16 06:06:01,1397084,1397084,skip,1,1,20251216
70712,54335,657392,2025-12-16 06:10:05,1397083,1397084,skip,1,1,20251216
70712,54335,647363,2025-12-16 06:00:49,1397085,1397085,skip,1,1,20251216
70712,54335,647370,2025-12-16 05:50:47,1397086,1397086,skip,1,1,20251216
70712,54335,651258,2025-12-16 06:06:05,1397084,1397084,skip,1,1,20251216
70712,54335,652826,2025-12-16 06:00:35,1397085,1397085,skip,1,1,20251216
70712,54335,659350,2025-12-16 05:31:00,1397059,,skip,0,1,20251216
70712,54335,647352,2025-12-16 06:00:47,1397085,1397085,loved,1,1,20251216
70712,54335,648857,2025-12-16 05:46:23,1397087,1397087,skip,1,1,20251216
70712,54335,648896,2025-12-16 06:00:36,1397085,1397085,skip,1,1,20251216
70712,54335,651248,2025-12-16 05:47:02,1397087,1397087,skip,1,1,20251216
70712,54335,651253,2025-12-16 05:50:41,1397086,1397086,skip,1,1,20251216
70712,54335,657392,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,648843,2025-12-16 05:30:08,1397059,,skip,0,1,20251216
70712,54335,651245,2025-12-16 05:42:03,1397068,,loved,0,2,20251216
70712,54335,648899,2025-12-16 06:06:07,1397084,1397084,sad,1,1,20251216
70712,54335,648901,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,651200,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,647362,2025-12-16 05:58:00,1397079,1397086,skip,1,1,20251216
70712,54335,648860,2025-12-16 06:06:18,1397084,1397084,skip,1,1,20251216
70712,54335,657728,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,648915,2025-12-16 06:01:08,1397085,1397085,skip,1,1,20251216
70712,54335,647382,2025-12-16 05:45:02,1397087,1397087,loved,0,3,20251216
70712,54335,657389,2025-12-16 05:52:17,1397086,1397086,skip,1,1,20251216
70712,54335,648919,2025-12-16 06:06:06,1397084,1397084,skip,1,1,20251216
70712,54335,647483,2025-12-16 05:49:55,1397086,1397087,skip,1,1,20251216
70712,54335,652875,2025-12-16 06:01:58,1397084,1397084,loved,0,1,20251216
70712,54335,647398,2025-12-16 05:46:22,1397087,1397087,skip,1,1,20251216
70712,54335,647500,2025-12-16 06:13:12,1397083,1397083,loved,1,1,20251216
70712,54335,651249,2025-12-16 06:00:37,1397085,1397085,skip,1,1,20251216
70712,54335,657728,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647323,2025-12-16 05:47:42,1397070,1397087,skip,1,1,20251216
70712,54335,647331,2025-12-16 06:07:06,1397084,1397084,skip,1,1,20251216
70712,54335,653165,2025-12-16 06:01:14,1397085,1397085,skip,1,1,20251216
70712,54335,647346,2025-12-16 06:08:06,1397084,1397084,loved,1,1,20251216
70712,54335,649060,2025-12-16 06:01:40,1397084,1397085,skip,1,1,20251216
70712,54335,651202,2025-12-16 05:53:43,1397079,1397086,skip,1,1,20251216
70712,54335,651182,2025-12-16 06:02:05,1397084,1397084,loved,0,1,20251216
70712,54335,651267,2025-12-16 05:46:29,1397087,1397087,sad,1,1,20251216
70712,54335,651183,2025-12-16 06:06:06,1397084,1397084,loved,1,1,20251216
70712,54335,652875,2025-12-16 06:00:34,1397085,1397085,loved,1,1,20251216
70712,54335,651260,2025-12-16 05:46:20,1397087,1397087,skip,1,1,20251216
70712,54335,652833,2025-12-16 06:00:51,1397085,1397085,skip,1,1,20251216
70712,54335,647375,2025-12-16 06:13:26,1397083,1397084,skip,1,1,20251216
70712,54335,676513,2025-12-16 05:47:30,1397070,1397087,skip,1,1,20251216
