course_session_id,room_id,user_id,event_datetime,session_slide_id_reaction_made,session_slide_id,emotion,part_of_activity,total_reactions,dt
70712,54335,649059,2025-12-16 05:51:11,1397086,1397086,skip,1,1,20251216
70712,54335,647340,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647398,2025-12-16 06:16:03,1397083,1397083,loved,0,1,20251216
70712,54335,651263,2025-12-16 05:46:42,1397087,1397087,skip,1,1,20251216
70712,54335,647374,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648920,2025-12-16 06:06:06,1397084,1397084,skip,1,1,20251216
70712,54335,651249,2025-12-16 05:46:23,1397087,1397087,skip,1,1,20251216
70712,54335,651250,2025-12-16 05:51:23,1397086,1397086,loved,1,1,20251216
70712,54335,648857,2025-12-16 06:00:36,1397085,1397085,skip,1,1,20251216
70712,54335,647392,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,652817,2025-12-16 05:46:18,1397087,1397087,loved,1,1,20251216
70712,54335,647373,2025-12-16 06:01:15,1397085,1397085,skip,1,1,20251216
70712,54335,647337,2025-12-16 05:51:16,1397086,1397086,loved,1,1,20251216
70712,54335,647385,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,652826,2025-12-16 05:46:20,1397087,1397087,stronger,1,1,20251216
70712,54335,651253,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647335,2025-12-16 05:46:24,1397087,1397087,skip,1,1,20251216
70712,54335,651198,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,648844,2025-12-16 05:46:51,1397087,1397087,skip,1,1,20251216
70712,54335,648860,2025-12-16 05:47:10,1397087,1397087,skip,1,1,20251216
70712,54335,648916,2025-12-16 06:13:11,1397083,1397083,loved,1,1,20251216
70712,54335,648896,2025-12-16 06:13:16,1397083,1397083,loved,1,1,20251216
70712,54335,647465,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648921,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,647325,2025-12-16 06:00:50,1397085,1397085,skip,1,1,20251216
70712,54335,647375,2025-12-16 06:00:44,1397085,1397085,skip,1,1,20251216
70712,54335,659350,2025-12-16 06:00:48,1397085,1397085,skip,1,1,20251216
70712,54335,653166,2025-12-16 05:46:19,1397087,1397087,loved,1,1,20251216
70712,54335,647487,2025-12-16 05:56:54,1404937,1397086,skip,1,1,20251216
70712,54335,651201,2025-12-16 06:06:01,1397084,1397084,skip,1,1,20251216
70712,54335,647367,2025-12-16 05:46:20,1397087,1397087,skip,1,1,20251216
70712,54335,647337,2025-12-16 06:06:03,1397084,1397084,loved,1,1,20251216
70712,54335,647327,2025-12-16 06:09:41,1397083,1397084,skip,1,1,20251216
70712,54335,647363,2025-12-16 05:46:30,1397087,1397087,skip,1,1,20251216
70712,54335,647382,2025-12-16 05:52:10,1397086,1397086,loved,0,3,20251216
70712,54335,648856,2025-12-16 06:02:07,1397084,1397084,loved,0,1,20251216
70712,54335,647336,2025-12-16 06:00:35,1397085,1397085,skip,1,1,20251216
70712,54335,652832,2025-12-16 06:01:35,1397084,1397085,skip,1,1,20251216
70712,54335,647355,2025-12-16 05:53:56,1397079,,loved,0,2,20251216
70712,54335,647336,2025-12-16 05:30:10,1397059,,skip,0,1,20251216
70712,54335,653166,2025-12-16 05:50:52,1397086,1397086,loved,1,1,20251216
70712,54335,648916,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647326,2025-12-16 05:51:02,1397086,1397086,skip,1,1,20251216
70712,54335,648923,2025-12-16 05:51:08,1397086,1397086,skip,1,1,20251216
70712,54335,647379,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647382,2025-12-16 06:06:19,1397084,1397084,skip,1,1,20251216
70712,54335,647396,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,652827,2025-12-16 06:00:36,1397085,1397085,skip,1,1,20251216
70712,54335,649049,2025-12-16 05:46:30,1397087,1397087,skip,1,1,20251216
70712,54335,652818,2025-12-16 06:13:14,1397083,1397083,loved,1,1,20251216
70712,54335,648916,2025-12-16 06:00:34,1397085,1397085,loved,1,1,20251216
70712,54335,649025,2025-12-16 05:30:12,1397059,,loved,0,1,20251216
70712,54335,647395,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648866,2025-12-16 05:56:27,1397073,,stronger,0,3,20251216
70712,54335,651200,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,647392,2025-12-16 06:16:07,1397083,1397083,loved,0,1,20251216
70712,54335,648843,2025-12-16 06:00:36,1397085,1397085,skip,1,1,20251216
70712,54335,648844,2025-12-16 05:50:57,1397086,1397086,skip,1,1,20251216
70712,54335,652817,2025-12-16 06:00:33,1397085,1397085,loved,1,1,20251216
70712,54335,649050,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,651187,2025-12-16 05:46:40,1397087,1397087,skip,1,1,20251216
70712,54335,649053,2025-12-16 06:00:46,1397085,1397085,loved,1,1,20251216
70712,54335,651267,2025-12-16 06:02:14,1397084,1397084,confused,0,1,20251216
70712,54335,651253,2025-12-16 06:00:40,1397085,1397085,skip,1,1,20251216
70712,54335,651187,2025-12-16 06:09:02,1397084,1397084,skip,1,1,20251216
70712,54335,647346,2025-12-16 05:50:53,1397086,1397086,loved,1,1,20251216
70712,54335,647465,2025-12-16 06:15:44,1397083,1397083,loved,0,1,20251216
70712,54335,647382,2025-12-16 06:02:26,1397084,1397084,loved,0,1,20251216
70712,54335,651203,2025-12-16 05:51:03,1397086,1397086,skip,1,1,20251216
70712,54335,651253,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,647500,2025-12-16 05:50:44,1397086,1397086,skip,1,1,20251216
70712,54335,647339,2025-12-16 05:46:20,1397087,1397087,skip,1,1,20251216
70712,54335,647465,2025-12-16 06:13:27,1397083,1397083,loved,1,1,20251216
70712,54335,652834,2025-12-16 06:13:21,1397083,1397083,loved,1,1,20251216
70712,54335,652828,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,648866,2025-12-16 06:00:35,1397085,1397085,skip,1,1,20251216
70712,54335,647352,2025-12-16 05:50:41,1397086,1397086,loved,1,1,20251216
70712,54335,647384,2025-12-16 06:00:39,1397085,1397085,skip,1,1,20251216
70712,54335,660385,2025-12-16 06:00:33,1397085,1397085,skip,1,1,20251216
70712,54335,648916,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,648863,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,651258,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,651201,2025-12-16 06:00:39,1397085,1397085,skip,1,1,20251216
70712,54335,647382,2025-12-16 05:56:59,1404937,,loved,0,2,20251216
70712,54335,652832,2025-12-16 05:30:12,1397059,,skip,0,1,20251216
70712,54335,647379,2025-12-16 06:15:45,1397083,1397083,loved,0,1,20251216
70712,54335,651198,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,652875,2025-12-16 06:06:02,1397084,1397084,loved,1,1,20251216
70712,54335,651258,2025-12-16 06:00:36,1397085,1397085,skip,1,1,20251216
70712,54335,648840,2025-12-16 06:01:34,1397084,1397085,loved,1,1,20251216
70712,54335,647355,2025-12-16 06:13:23,1397083,1397083,loved,0,1,20251216
70712,54335,648843,2025-12-16 06:15:44,1397083,1397083,sad,0,1,20251216
70712,54335,651196,2025-12-16 06:00:41,1397085,1397085,skip,1,1,20251216
70712,54335,648843,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648862,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,649050,2025-12-16 05:50:43,1397086,1397086,skip,1,1,20251216
70712,54335,651196,2025-12-16 06:13:12,1397083,1397083,loved,1,1,20251216
70712,54335,647373,2025-12-16 05:46:46,1397087,1397087,skip,1,1,20251216
70712,54335,647388,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,648899,2025-12-16 05:58:12,1397079,1397086,loved,1,1,20251216
70712,54335,647362,2025-12-16 06:06:32,1397084,1397084,skip,1,1,20251216
70712,54335,651249,2025-12-16 05:50:50,1397086,1397086,skip,1,1,20251216
70712,54335,647396,2025-12-16 06:06:10,1397084,1397084,skip,1,1,20251216
70712,54335,647328,2025-12-16 05:48:35,1397070,1397087,skip,1,1,20251216
70712,54335,652828,2025-12-16 05:46:38,1397087,1397087,skip,1,1,20251216
70712,54335,647344,2025-12-16 06:06:02,1397084,1397084,loved,1,1,20251216
70712,54335,647355,2025-12-16 05:49:37,1397086,1397086,loved,0,5,20251216
70712,54335,652875,2025-12-16 05:46:20,1397087,1397087,loved,1,1,20251216
70712,54335,651263,2025-12-16 06:13:22,1397083,1397084,skip,1,1,20251216
70712,54335,647483,2025-12-16 06:01:37,1397084,1397085,skip,1,1,20251216
70712,54335,648923,2025-12-16 06:06:01,1397084,1397084,skip,1,1,20251216
70712,54335,647367,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,647327,2025-12-16 06:00:48,1397085,1397085,skip,1,1,20251216
70712,54335,647340,2025-12-16 06:13:19,1397083,1397083,loved,1,1,20251216
70712,54335,647328,2025-12-16 06:01:12,1397085,1397085,skip,1,1,20251216
70712,54335,652818,2025-12-16 06:00:34,1397085,1397085,loved,1,1,20251216
70712,54335,651182,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,649060,2025-12-16 06:13:25,1397083,1397083,loved,1,1,20251216
70712,54335,651258,2025-12-16 05:46:34,1397087,1397087,skip,1,1,20251216
70712,54335,647398,2025-12-16 06:00:43,1397085,1397085,skip,1,1,20251216
70712,54335,651256,2025-12-16 06:02:45,1397084,1397084,loved,0,1,20251216
70712,54335,657390,2025-12-16 05:30:15,1397059,,loved,0,1,20251216
70712,54335,647326,2025-12-16 06:08:25,1397084,1397084,skip,1,1,20251216
70712,54335,688818,2025-12-16 06:00:35,1397085,1397085,confused,1,1,20251216
70712,54335,647344,2025-12-16 06:00:38,1397085,1397085,loved,1,1,20251216
70712,54335,648865,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,647467,2025-12-16 06:00:40,1397085,1397085,skip,1,1,20251216
70712,54335,657386,2025-12-16 06:00:33,1397085,1397085,skip,1,1,20251216
70712,54335,647361,2025-12-16 05:50:48,1397086,1397086,loved,1,1,20251216
70712,54335,649025,2025-12-16 05:52:48,1397086,1397086,skip,1,1,20251216
70712,54335,647379,2025-12-16 05:50:41,1397086,1397086,skip,1,1,20251216
70712,54335,659350,2025-12-16 05:51:02,1397086,1397086,skip,1,1,20251216
70712,54335,657386,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,648901,2025-12-16 06:16:31,1397078,,confused,0,5,20251216
70712,54335,652829,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,688818,2025-12-16 06:06:04,1397084,1397084,skip,1,1,20251216
70712,54335,647361,2025-12-16 05:48:02,1397087,1397087,loved,1,1,20251216
70712,54335,647380,2025-12-16 05:49:38,1397086,1397087,skip,1,1,20251216
70712,54335,648844,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647402,2025-12-16 06:06:06,1397084,1397084,skip,1,1,20251216
70712,54335,647336,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,648923,2025-12-16 05:46:51,1397087,1397087,skip,1,1,20251216
70712,54335,652817,2025-12-16 05:50:42,1397086,1397086,loved,1,1,20251216
70712,54335,651183,2025-12-16 05:30:09,1397059,,loved,0,1,20251216
70712,54335,647327,2025-12-16 05:58:40,1397074,1397086,skip,1,1,20251216
70712,54335,648915,2025-12-16 05:50:46,1397086,1397086,skip,1,1,20251216
70712,54335,651183,2025-12-16 05:50:45,1397086,1397086,loved,1,1,20251216
70712,54335,647339,2025-12-16 06:05:49,1397084,1397085,skip,1,1,20251216
70712,54335,659350,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,651263,2025-12-16 05:51:12,1397086,1397086,skip,1,1,20251216
70712,54335,648856,2025-12-16 05:48:35,1397070,1397087,loved,1,1,20251216
70712,54335,649053,2025-12-16 06:06:16,1397084,1397084,loved,1,1,20251216
70712,54335,651250,2025-12-16 05:49:37,1397086,1397087,loved,1,1,20251216
70712,54335,652818,2025-12-16 06:15:52,1397083,1397083,loved,0,1,20251216
70712,54335,649050,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,651251,2025-12-16 05:45:49,1397087,1397087,loved,0,4,20251216
70712,54335,647378,2025-12-16 06:00:33,1397085,1397085,loved,1,1,20251216
70712,54335,647328,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,651251,2025-12-16 05:51:07,1397086,1397086,skip,1,1,20251216
70712,54335,652833,2025-12-16 05:46:22,1397087,1397087,skip,1,1,20251216
70712,54335,647352,2025-12-16 05:46:19,1397087,1397087,loved,1,1,20251216
70712,54335,651248,2025-12-16 06:06:17,1397084,1397084,skip,1,1,20251216
70712,54335,648901,2025-12-16 05:46:36,1397087,1397087,skip,1,1,20251216
70712,54335,647380,2025-12-16 05:42:04,1397068,,loved,0,9,20251216
70712,54335,647326,2025-12-16 05:46:20,1397087,1397087,skip,1,1,20251216
70712,54335,651248,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,647329,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,648923,2025-12-16 06:01:00,1397085,1397085,skip,1,1,20251216
70712,54335,652833,2025-12-16 06:06:31,1397084,1397084,skip,1,1,20251216
70712,54335,688818,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,651263,2025-12-16 06:00:38,1397085,1397085,skip,1,1,20251216
70712,54335,647322,2025-12-16 06:00:41,1397085,1397085,loved,1,1,20251216
70712,54335,647384,2025-12-16 06:06:04,1397084,1397084,skip,1,1,20251216
70712,54335,651260,2025-12-16 05:50:41,1397086,1397086,skip,1,1,20251216
70712,54335,647373,2025-12-16 05:45:16,1397087,1397087,loved,0,3,20251216
70712,54335,647500,2025-12-16 06:06:06,1397084,1397084,skip,1,1,20251216
70712,54335,647380,2025-12-16 06:06:07,1397084,1397084,skip,1,1,20251216
70712,54335,647323,2025-12-16 05:51:05,1397086,1397086,skip,1,1,20251216
70712,54335,647392,2025-12-16 06:00:44,1397085,1397085,skip,1,1,20251216
70712,54335,647480,2025-12-16 06:00:33,1397085,1397085,skip,1,1,20251216
70712,54335,647336,2025-12-16 05:50:49,1397086,1397086,skip,1,1,20251216
70712,54335,648863,2025-12-16 05:50:44,1397086,1397086,skip,1,1,20251216
70712,54335,647366,2025-12-16 05:51:32,1397086,1397086,skip,1,1,20251216
70712,54335,647355,2025-12-16 05:50:43,1397086,1397086,loved,1,1,20251216
70712,54335,647500,2025-12-16 05:46:26,1397087,1397087,skip,1,1,20251216
70712,54335,647355,2025-12-16 06:06:03,1397084,1397084,loved,1,1,20251216
70712,54335,647335,2025-12-16 06:06:07,1397084,1397084,skip,1,1,20251216
70712,54335,647329,2025-12-16 05:50:43,1397086,1397086,skip,1,1,20251216
70712,54335,648865,2025-12-16 05:50:52,1397086,1397086,skip,1,1,20251216
70712,54335,651203,2025-12-16 06:02:09,1397084,1397085,skip,1,1,20251216
70712,54335,651249,2025-12-16 05:30:07,1397059,,skip,0,1,20251216
70712,54335,648901,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,652834,2025-12-16 06:00:35,1397085,1397085,sad,1,1,20251216
70712,54335,647366,2025-12-16 05:30:07,1397059,,skip,0,1,20251216
70712,54335,647385,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,647392,2025-12-16 06:13:35,1397083,1397083,loved,1,1,20251216
70712,54335,657386,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647487,2025-12-16 05:46:21,1397087,1397087,skip,1,1,20251216
70712,54335,647323,2025-12-16 06:00:41,1397085,1397085,skip,1,1,20251216
70712,54335,647335,2025-12-16 06:03:15,1397084,1397085,skip,1,1,20251216
70712,54335,647323,2025-12-16 06:02:07,1397084,1397084,loved,0,1,20251216
70712,54335,651256,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647328,2025-12-16 05:51:39,1397086,1397086,skip,1,1,20251216
70712,54335,676513,2025-12-16 05:50:46,1397086,1397086,skip,1,1,20251216
70712,54335,647329,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647322,2025-12-16 05:30:59,1397059,,loved,0,1,20251216
70712,54335,647370,2025-12-16 06:00:50,1397085,1397085,skip,1,1,20251216
70712,54335,647467,2025-12-16 05:46:20,1397087,1397087,skip,1,1,20251216
70712,54335,647366,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,651267,2025-12-16 06:01:13,1397085,1397085,sad,1,1,20251216
70712,54335,647340,2025-12-16 05:50:41,1397086,1397086,skip,1,1,20251216
70712,54335,648863,2025-12-16 06:10:22,1397083,1397083,stronger,0,8,20251216
70712,54335,647480,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,647325,2025-12-16 05:50:45,1397086,1397086,skip,1,1,20251216
70712,54335,651254,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,651248,2025-12-16 05:50:50,1397086,1397086,skip,1,1,20251216
70712,54335,647362,2025-12-16 06:03:32,1397084,1397085,skip,1,1,20251216
70712,54335,652818,2025-12-16 05:50:55,1397086,1397086,loved,1,1,20251216
70712,54335,647344,2025-12-16 05:30:14,1397059,,loved,0,1,20251216
70712,54335,648856,2025-12-16 06:10:05,1397083,1397084,loved,1,1,20251216
70712,54335,651182,2025-12-16 06:06:03,1397084,1397084,skip,1,1,20251216
70712,54335,648866,2025-12-16 05:46:24,1397087,1397087,skip,1,1,20251216
70712,54335,648863,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,652818,2025-12-16 06:11:13,1397083,1397083,stronger,0,8,20251216
70712,54335,647487,2025-12-16 06:06:25,1397084,1397084,skip,1,1,20251216
70712,54335,652834,2025-12-16 06:06:02,1397084,1397084,sad,1,1,20251216
70712,54335,652817,2025-12-16 06:13:11,1397083,1397083,loved,1,1,20251216
70712,54335,648862,2025-12-16 05:46:19,1397087,1397087,skip,1,1,20251216
70712,54335,647346,2025-12-16 05:47:55,1397087,1397087,loved,1,1,20251216
70712,54335,647342,2025-12-16 05:52:15,1397086,1397086,skip,1,1,20251216
70712,54335,652837,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648865,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647318,2025-12-16 06:01:43,1397084,1397085,skip,1,1,20251216
70712,54335,648840,2025-12-16 05:46:22,1397087,1397087,loved,1,1,20251216
70712,54335,647373,2025-12-16 06:13:13,1397083,1397083,loved,1,1,20251216
70712,54335,648856,2025-12-16 06:01:27,1397084,1397085,loved,1,1,20251216
70712,54335,647380,2025-12-16 05:42:03,1397068,,sad,0,1,20251216
70712,54335,651255,2025-12-16 06:07:05,1397084,1397084,loved,1,1,20251216
70712,54335,647466,2025-12-16 05:50:42,1397086,1397086,loved,1,1,20251216
70712,54335,651251,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647331,2025-12-16 06:00:43,1397085,1397085,skip,1,1,20251216
70712,54335,647368,2025-12-16 06:12:31,1397083,1397084,skip,1,1,20251216
70712,54335,647465,2025-12-16 05:50:42,1397086,1397086,skip,1,1,20251216
70712,54335,647375,2025-12-16 05:51:51,1397086,1397086,skip,1,1,20251216
70712,54335,647392,2025-12-16 05:50:47,1397086,1397086,skip,1,1,20251216
70712,54335,648842,2025-12-16 05:48:20,1397070,1397087,skip,1,1,20251216
70712,54335,648844,2025-12-16 06:00:34,1397085,1397085,skip,1,1,20251216
70712,54335,647382,2025-12-16 05:46:21,1397087,1397087,skip,1,1,20251216
70712,54335,651202,2025-12-16 05:49:40,1397086,1397087,skip,1,1,20251216
70712,54335,647402,2025-12-16 06:00:49,1397085,1397085,skip,1,1,20251216
70712,54335,647363,2025-12-16 06:09:34,1397083,1397084,skip,1,1,20251216
70712,54335,647366,2025-12-16 06:01:29,1397084,1397085,skip,1,1,20251216
70712,54335,647355,2025-12-16 05:48:58,1397080,1397087,loved,1,1,20251216
70712,54335,648899,2025-12-16 06:00:58,1397085,1397085,loved,1,1,20251216
70712,54335,647466,2025-12-16 06:01:31,1397084,1397085,loved,1,1,20251216
70712,54335,648901,2025-12-16 06:15:15,1397083,1397083,confused,0,27,20251216
70712,54335,649060,2025-12-16 05:50:45,1397086,1397086,skip,1,1,20251216
70712,54335,651254,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648843,2025-12-16 05:46:43,1397087,1397087,skip,1,1,20251216
70712,54335,651201,2025-12-16 05:50:53,1397086,1397086,skip,1,1,20251216
70712,54335,657392,2025-12-16 05:51:21,1397086,1397086,skip,1,1,20251216
70712,54335,652834,2025-12-16 05:50:43,1397086,1397086,sad,1,1,20251216
70712,54335,647384,2025-12-16 05:48:42,1397071,1397087,stronger,1,1,20251216
70712,54335,651251,2025-12-16 06:00:44,1397085,1397085,skip,1,1,20251216
70712,54335,648896,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,647337,2025-12-16 06:00:47,1397085,1397085,loved,1,1,20251216
70712,54335,648866,2025-12-16 06:06:25,1397084,1397084,skip,1,1,20251216
70712,54335,652829,2025-12-16 05:50:49,1397086,1397086,loved,1,1,20251216
70712,54335,648843,2025-12-16 06:13:11,1397083,1397083,stronger,1,1,20251216
70712,54335,651196,2025-12-16 06:06:02,1397084,1397084,skip,1,1,20251216
70712,54335,648845,2025-12-16 05:47:31,1397070,1397087,skip,1,1,20251216
70712,54335,651256,2025-12-16 05:59:09,1404938,,loved,0,1,20251216
70712,54335,649050,2025-12-16 06:06:14,1397084,1397084,skip,1,1,20251216
